agency_name,county_total,murder,rape,robbery,assault,burglary,larceny,auto_theft,total,population,months,year,county
HUTTO ISD PD,NA,0,0,0,0,2,16,0,18,0,12,2021,Williamson
WILLIAMSON CO SO,NA,0,55,15,109,280,1156,132,1747,133276,12,2021,Williamson
GRANGER PD,NA,0,0,0,1,3,5,1,10,1523,12,2021,Williamson
ROUND ROCK ISD PD,NA,0,0,1,2,7,11,1,22,0,7,2021,Williamson
TAYLOR PD,NA,5,9,2,37,56,158,22,289,18196,12,2021,Williamson
CEDAR PARK PD,NA,3,38,9,57,94,826,80,1107,84131,12,2021,Williamson
HUTTO PD,NA,0,8,0,11,20,174,20,233,31792,12,2021,Williamson
SOUTHWESTERN UNIV PD,NA,0,0,0,0,1,15,0,16,0,12,2021,Williamson
LIBERTY HILL PD,NA,0,2,0,6,7,35,7,57,4076,12,2021,Williamson
WILSON CO SO,NA,0,17,0,23,57,162,30,289,40264,12,2021,Wilson
FLORESVILLE PD,NA,0,4,3,21,33,60,11,132,8339,12,2021,Wilson
FLORESVILLE ISD PD,NA,0,1,0,3,1,4,0,9,0,12,2021,Wilson
WINKLER CO SO,NA,0,1,0,5,13,26,5,50,432,12,2021,Winkler
WINK PD,NA,0,0,0,1,5,1,0,7,1022,12,2021,Winkler
KERMIT PD,NA,0,1,1,5,33,21,5,66,6441,12,2021,Winkler
RUNAWAY BAY PD,NA,0,0,0,0,0,2,0,2,1665,12,2021,Wise
BOYD PD,NA,0,0,0,7,3,5,3,18,1594,12,2021,Wise
DECATUR PD,NA,0,7,1,14,12,248,11,293,7747,12,2021,Wise
WISE CO SO,NA,5,25,5,50,31,88,11,215,53973,12,2021,Wise
BRIDGEPORT PD,NA,0,2,0,7,8,36,7,60,6711,12,2021,Wise
MINEOLA PD,NA,0,2,1,7,46,91,9,156,4998,12,2021,Wood
WOOD CO SO,NA,1,9,5,27,65,99,24,230,34888,12,2021,Wood
QUITMAN PD,NA,0,1,1,4,8,6,2,22,1866,12,2021,Wood
ALBA PD,NA,0,0,0,0,1,0,0,1,555,12,2021,Wood
WINNSBORO PD,NA,0,1,0,3,7,26,1,38,3338,12,2021,Wood
HAWKINS PD,NA,0,0,0,2,1,1,0,4,1353,12,2021,Wood
YOAKUM CO SO,NA,0,1,2,7,7,34,5,56,3777,12,2021,Yoakum
DENVER CITY PD,NA,0,3,0,5,5,19,5,37,4928,12,2021,Yoakum
YOUNG CO SO,NA,0,4,0,12,8,11,2,37,6075,12,2021,Young
OLNEY PD,NA,0,4,0,10,8,21,4,47,3054,12,2021,Young
GRAHAM PD,NA,0,2,3,7,9,43,9,73,8536,12,2021,Young
ZAPATA CO SO,NA,0,0,0,10,21,37,1,69,14039,12,2021,Zapata
ZAVALA CO SO,NA,0,12,0,22,14,20,10,78,4557,12,2021,Zavala
PALESTINE PD,NA,1,31,7,94,122,340,31,626,19113,12,2022,Anderson
FRANKSTON PD,NA,0,1,0,5,2,16,1,25,1117,12,2022,Anderson
ANDREWS PD,NA,1,4,0,60,21,154,16,256,13233,12,2022,Andrews
ANDREWS CO SO,NA,0,1,0,0,11,39,6,57,5147,12,2022,Andrews
HUNTINGTON PD,NA,0,1,0,1,14,8,5,29,2020,12,2022,Angelina
ZAVALLA PD,NA,0,0,0,1,0,10,2,13,610,12,2022,Angelina
LUFKIN ISD PD,NA,0,0,0,1,0,12,0,13,0,12,2022,Angelina
DIBOLL PD,NA,0,3,0,10,8,18,5,44,4466,12,2022,Angelina
HUDSON ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Angelina
ANGELINA CO SO,NA,4,41,5,98,189,288,76,701,40969,12,2022,Angelina
HUNTINGTON ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Angelina
LUFKIN PD,NA,2,33,21,105,199,960,99,1419,34063,12,2022,Angelina
ARANSAS CO SO,NA,0,6,3,64,27,121,12,233,12235,12,2022,Aransas
ARANSAS PASS PD,NA,3,7,4,31,53,166,25,289,8056,12,2022,Aransas
ROCKPORT PD,NA,0,6,2,39,71,236,17,371,10759,12,2022,Aransas
ARCHER CITY PD,NA,0,1,0,0,4,2,2,9,1593,12,2022,Archer
ARMSTRONG CO SO,NA,0,0,0,1,4,12,8,25,1842,12,2022,Armstrong
LYTLE PD,NA,0,0,2,2,91,92,19,206,3037,12,2022,Atascosa
CHARLOTTE PD,NA,0,0,0,1,4,5,0,10,1571,8,2022,Atascosa
PLEASANTON ISD PD,NA,0,0,0,0,1,0,0,1,0,12,2022,Atascosa
PLEASANTON PD,NA,0,5,2,13,27,204,23,274,10951,12,2022,Atascosa
JOURDANTON PD,NA,0,0,0,14,5,11,7,37,4179,12,2022,Atascosa
ATASCOSA CO SO,NA,2,0,1,108,69,293,92,565,29266,12,2022,Atascosa
POTEET PD,NA,1,0,0,8,16,19,5,49,2970,12,2022,Atascosa
BELLVILLE PD,NA,0,8,0,17,5,25,8,63,4066,12,2022,Austin
SEALY ISD PD,NA,0,0,0,0,0,2,0,2,0,12,2022,Austin
SEALY PD,NA,0,0,1,3,15,67,17,103,6720,12,2022,Austin
AUSTIN CO SO,NA,1,4,0,18,32,60,16,131,18749,12,2022,Austin
WALLIS PD,NA,0,0,0,1,4,6,0,11,1302,12,2022,Austin
BAILEY CO SO,NA,0,0,0,0,0,10,0,10,1786,12,2022,Bailey
MULESHOE PD,NA,0,0,0,2,5,18,3,28,5066,12,2022,Bailey
BANDERA CO SO,NA,0,3,0,28,52,70,20,173,22292,12,2022,Bandera
SMITHVILLE PD,NA,0,2,0,5,2,41,1,51,4150,12,2022,Bastrop
BASTROP ISD PD,NA,0,23,0,41,3,6,1,74,0,12,2022,Bastrop
BASTROP PD,NA,0,5,5,41,16,277,38,382,11101,12,2022,Bastrop
BASTROP CO SO,NA,7,44,18,279,206,500,161,1215,82073,12,2022,Bastrop
ELGIN PD,NA,3,2,0,13,18,117,7,160,11245,12,2022,Bastrop
SEYMOUR PD,NA,0,0,0,1,4,0,2,7,2590,12,2022,Baylor
BAYLOR CO SO,NA,0,1,0,0,3,4,3,11,921,12,2022,Baylor
BEE CO SO,NA,1,1,1,29,46,70,19,167,17451,12,2022,Bee
BEEVILLE PD,NA,0,6,7,44,426,252,31,766,13592,12,2022,Bee
BELTON PD,NA,3,14,6,16,42,447,19,547,24188,12,2022,Bell
KILLEEN ISD PD,NA,0,1,1,4,6,10,1,23,0,12,2022,Bell
MORGAN'S POINT RESORT PD,NA,0,2,0,1,0,19,3,25,4789,12,2022,Bell
ROGERS PD,NA,0,0,0,0,1,0,0,1,1107,12,2022,Bell
BELL CO SO,NA,1,19,3,74,106,368,43,614,65028,12,2022,Bell
SALADO PD,NA,0,1,0,0,2,15,3,21,2395,12,2022,Bell
TEMPLE PD,NA,5,78,34,192,191,1220,138,1858,88484,12,2022,Bell
KILLEEN PD,NA,19,81,84,681,559,1806,421,3651,159546,12,2022,Bell
HARKER HEIGHTS PD,NA,3,20,8,45,68,342,44,530,34001,12,2022,Bell
NOLANVILLE PD,NA,0,5,0,5,8,22,9,49,6560,12,2022,Bell
CENTRAL TEXAS COLLEGE PD,NA,0,0,0,0,3,4,0,7,0,12,2022,Bell
HOLLYWOOD PARK PD,NA,0,0,0,3,3,55,11,72,3091,12,2022,Bexar
TX A&M UNIV: SAN ANTONIO PD,NA,0,0,0,1,1,20,0,22,0,12,2022,Bexar
UNIV OF TX: SAN ANTONIO PD,NA,0,5,1,4,11,129,9,159,0,12,2022,Bexar
ELMENDORF PD,NA,0,0,0,3,4,12,7,26,2202,12,2022,Bexar
SHAVANO PARK PD,NA,0,0,1,3,5,57,11,77,3609,12,2022,Bexar
JUDSON ISD PD,NA,0,4,0,16,2,79,0,101,0,12,2022,Bexar
HELOTES PD,NA,0,1,0,2,29,135,5,172,9263,12,2022,Bexar
LIVE OAK PD,NA,0,5,13,18,45,485,74,640,15884,12,2022,Bexar
CONVERSE PD,NA,1,6,5,99,122,323,47,603,29503,12,2022,Bexar
SAN ANTONIO ISD PD,NA,0,1,7,2,36,120,8,174,0,12,2022,Bexar
UNIVERSAL CITY PD,NA,0,18,14,30,75,397,56,590,19903,12,2022,Bexar
NORTHSIDE ISD PD,NA,0,4,0,8,0,0,0,12,0,12,2022,Bexar
FAIR OAKS RANCH PD,NA,0,5,0,4,38,74,12,133,11119,12,2022,Bexar
ALAMO HEIGHTS PD,NA,0,3,3,5,25,202,13,251,7412,12,2022,Bexar
HILL COUNTRY VILLAGE PD,NA,0,0,1,1,3,30,2,37,939,12,2022,Bexar
UNIV OF TX: HSC - SAN ANTONIO PD,NA,0,0,0,1,0,10,2,13,0,12,2022,Bexar
CHINA GROVE PD,NA,0,0,1,2,2,8,5,18,1128,12,2022,Bexar
TERRELL HILLS PD,NA,1,1,0,0,22,34,8,66,5036,12,2022,Bexar
SAN ANTONIO PD,NA,229,1541,1699,9453,9325,52534,12353,87134,1465608,12,2022,Bexar
ST MARY'S UNIV PD,NA,0,1,0,1,0,43,5,50,0,12,2022,Bexar
LEON VALLEY PD,NA,2,7,15,40,55,526,151,796,11402,12,2022,Bexar
OLMOS PARK PD,NA,0,0,1,1,17,15,2,36,2151,12,2022,Bexar
CASTLE HILLS PD,NA,3,0,5,12,44,163,42,269,3921,12,2022,Bexar
WINDCREST PD,NA,0,0,3,14,21,322,45,405,5793,12,2022,Bexar
SOMERSET PD,NA,0,1,0,1,3,2,6,13,1777,12,2022,Bexar
SELMA PD,NA,0,5,4,17,22,268,33,349,11824,12,2022,Bexar
KIRBY PD,NA,0,4,3,95,11,80,45,238,8069,12,2022,Bexar
BALCONES HEIGHTS PD,NA,0,0,8,35,38,195,49,325,2709,12,2022,Bexar
BEXAR CO SO,NA,11,82,100,719,1081,4103,896,6992,434590,12,2022,Bexar
BLANCO CO SO,NA,1,2,0,10,17,46,5,81,8747,12,2022,Blanco
BLANCO PD,NA,0,2,0,7,3,13,3,28,1870,12,2022,Blanco
BORDEN CO SO,NA,0,0,0,1,2,6,0,9,598,12,2022,Borden
VALLEY MILLS PD,NA,0,0,0,0,2,7,0,9,1256,12,2022,Bosque
BOSQUE CO SO,NA,0,2,0,6,23,19,2,52,12692,12,2022,Bosque
KOPPERL ISD PD,NA,0,0,0,0,0,1,0,1,0,3,2022,Bosque
MERIDIAN PD,NA,0,0,0,2,4,5,0,11,1424,12,2022,Bosque
CLIFTON PD,NA,0,0,1,6,2,6,2,17,3526,12,2022,Bosque
MAUD PD,NA,0,0,0,1,4,6,3,14,969,12,2022,Bowie
HOOKS PD,NA,0,0,1,7,6,21,7,42,2510,12,2022,Bowie
NEW BOSTON PD,NA,0,0,5,31,16,103,10,165,4557,12,2022,Bowie
NASH PD,NA,0,0,0,1,5,11,0,17,3847,11,2022,Bowie
TEXARKANA PD,NA,2,13,28,107,105,821,119,1195,35859,12,2022,Bowie
WAKE VILLAGE PD,NA,0,0,0,2,15,50,8,75,5861,12,2022,Bowie
BOWIE CO SO,NA,2,13,3,25,48,137,48,276,37821,12,2022,Bowie
ANGLETON ISD PD,NA,0,0,0,3,1,3,0,7,0,12,2022,Brazoria
SURFSIDE BEACH PD,NA,0,0,0,2,2,6,0,10,669,12,2022,Brazoria
ALVIN PD,NA,0,10,8,53,67,367,46,551,27974,12,2022,Brazoria
PEARLAND PD,NA,1,10,33,69,164,1823,165,2265,125894,12,2022,Brazoria
BRAZORIA CO SO,NA,6,42,35,143,211,1084,159,1680,132797,12,2022,Brazoria
OYSTER CREEK PD,NA,0,0,0,2,8,12,3,25,1196,12,2022,Brazoria
COLUMBIA-BRAZORIA ISD PD,NA,0,2,0,2,1,2,0,7,0,12,2022,Brazoria
BRAZOSPORT ISD PD,NA,0,0,0,4,0,11,0,15,0,12,2022,Brazoria
ANGLETON PD,NA,1,14,4,33,57,176,47,332,19369,12,2022,Brazoria
LAKE JACKSON PD,NA,1,18,5,45,36,383,38,526,27595,12,2022,Brazoria
BRAZORIA PD,NA,0,1,0,4,5,40,9,59,2823,12,2022,Brazoria
SWEENY PD,NA,0,4,1,9,5,37,2,58,3566,12,2022,Brazoria
WEST COLUMBIA PD,NA,0,1,0,11,6,45,6,69,3587,12,2022,Brazoria
MANVEL PD,NA,0,2,0,13,24,94,12,145,14821,12,2022,Brazoria
IOWA COLONY PD,NA,0,3,1,14,30,39,9,96,11056,12,2022,Brazoria
BRAZOSPORT COLLEGE PD,NA,0,0,0,0,0,2,0,2,0,12,2022,Brazoria
RICHWOOD PD,NA,0,3,0,3,3,44,5,58,4730,12,2022,Brazoria
CLUTE PD,NA,0,12,6,26,123,175,29,371,10557,12,2022,Brazoria
ALVIN ISD PD,NA,0,1,1,2,2,50,1,57,0,12,2022,Brazoria
FREEPORT PD,NA,0,4,2,58,26,124,0,214,10500,12,2022,Brazoria
BRYAN PD,NA,0,8,8,68,61,381,41,567,87935,6,2022,Brazos
COLLEGE STATION PD,NA,1,84,16,141,248,1903,185,2578,121618,12,2022,Brazos
BRAZOS CO SO,NA,2,21,0,51,82,241,39,436,31497,12,2022,Brazos
TX A&M UNIV: COLLEGE STATION PD,NA,0,5,0,3,19,366,65,458,0,12,2022,Brazos
BREWSTER CO SO,NA,0,0,1,2,2,5,3,13,3634,12,2022,Brewster
SUL ROSS STATE UNIV PD,NA,0,0,0,0,3,3,0,6,0,12,2022,Brewster
ALPINE PD,NA,0,1,0,7,3,7,0,18,5757,12,2022,Brewster
BRISCOE CO SO,NA,0,0,0,0,5,5,2,12,1393,12,2022,Briscoe
FALFURRIAS PD,NA,0,1,1,10,4,4,2,22,4754,12,2022,Brooks
BROOKS CO SO,NA,0,0,0,0,0,0,0,0,2246,12,2022,Brooks
BROWN CO SO,NA,0,9,2,23,60,96,17,207,15160,12,2022,Brown
BROWNWOOD PD,NA,2,14,4,52,78,327,35,512,18751,12,2022,Brown
EARLY PD,NA,1,0,0,13,4,16,1,35,3161,12,2022,Brown
BANGS PD,NA,0,0,0,3,1,0,1,5,1541,12,2022,Brown
SOMERVILLE PD,NA,0,1,0,3,5,9,1,19,1346,12,2022,Burleson
BURLESON CO SO,NA,0,8,2,18,36,44,17,125,12983,12,2022,Burleson
CALDWELL PD,NA,0,0,1,1,10,22,3,37,4249,12,2022,Burleson
HORSESHOE BAY PD,NA,0,3,0,4,12,35,2,56,4693,12,2022,Burnet
BURNET CO SO,NA,0,16,2,48,52,144,31,293,28850,12,2022,Burnet
MARBLE FALLS PD,NA,2,8,0,18,46,102,12,188,7408,12,2022,Burnet
BERTRAM PD,NA,0,0,0,3,3,5,2,13,1913,12,2022,Burnet
BURNET PD,NA,1,2,0,20,11,44,7,85,6861,12,2022,Burnet
LOCKHART PD,NA,1,4,3,11,19,79,24,141,15068,12,2022,Caldwell
CALDWELL CO SO,NA,1,9,2,32,24,29,29,126,25787,12,2022,Caldwell
LULING PD,NA,0,3,2,11,8,51,9,84,5511,12,2022,Caldwell
CALHOUN CO ISD PD,NA,0,0,0,0,0,1,0,1,0,12,2022,Calhoun
POINT COMFORT PD,NA,0,0,0,1,0,0,0,1,565,12,2022,Calhoun
SEADRIFT PD,NA,0,0,0,3,0,4,0,7,997,12,2022,Calhoun
CALHOUN CO SO,NA,1,7,0,11,10,42,7,78,6919,12,2022,Calhoun
PORT LAVACA PD,NA,0,3,0,19,39,153,15,229,11048,12,2022,Calhoun
CALLAHAN CO SO,NA,0,1,1,10,18,16,10,56,9010,12,2022,Callahan
BAIRD MARSHAL’S OFFICE,NA,0,0,0,0,6,5,1,12,1529,12,2022,Callahan
CLYDE PD,NA,0,1,1,3,15,16,2,38,4038,12,2022,Callahan
PORT OF BROWNSVILLE PD,NA,0,0,0,0,4,0,0,4,0,12,2022,Cameron
CAMERON CO SO,NA,4,52,17,210,156,462,96,997,96998,12,2022,Cameron
BROWNSVILLE ISD PD,NA,0,0,0,17,3,84,0,104,0,12,2022,Cameron
RANCHO VIEJO PD,NA,0,0,0,0,4,14,1,19,2867,12,2022,Cameron
SANTA ROSA ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Cameron
LA FERIA PD,NA,0,8,2,24,23,135,7,199,6791,12,2022,Cameron
TSTC: HARLINGEN PD,NA,0,0,0,0,0,1,0,1,0,12,2022,Cameron
SOUTH PADRE ISLAND PD,NA,0,12,5,15,12,257,19,320,2048,12,2022,Cameron
BROWNSVILLE PD,NA,4,71,127,615,398,2880,189,4284,188906,12,2022,Cameron
LAGUNA VISTA PD,NA,0,1,0,0,5,10,0,16,3673,12,2022,Cameron
LOS FRESNOS PD,NA,0,2,0,33,4,106,4,149,8164,12,2022,Cameron
PORT ISABEL PD,NA,0,4,0,24,13,88,9,138,5165,12,2022,Cameron
PRIMERA PD,NA,0,1,0,4,1,7,1,14,5319,12,2022,Cameron
COMBES PD,NA,0,2,0,6,7,22,9,46,3071,12,2022,Cameron
RIO HONDO PD,NA,0,1,1,6,4,27,3,42,2012,12,2022,Cameron
HARLINGEN PD,NA,3,11,52,167,260,1646,128,2267,72047,12,2022,Cameron
POINT ISABEL ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Cameron
SAN BENITO PD,NA,0,0,10,118,65,327,34,554,24712,12,2022,Cameron
CAMP CO SO,NA,0,3,0,5,21,28,5,62,8428,12,2022,Camp
PITTSBURG PD,NA,1,2,1,12,22,43,13,94,4433,12,2022,Camp
CARSON CO SO,NA,0,2,0,16,0,13,4,35,3409,12,2022,Carson
PANHANDLE PD,NA,0,0,0,0,0,1,0,1,2310,12,2022,Carson
CASS CO SO,NA,1,1,2,14,41,53,8,120,18388,12,2022,Cass
HUGHES SPRINGS PD,NA,0,0,0,1,0,0,0,1,1542,12,2022,Cass
LINDEN PD,NA,0,0,0,4,2,7,1,14,1788,12,2022,Cass
ATLANTA PD,NA,1,4,1,7,14,56,10,93,5443,12,2022,Cass
QUEEN CITY PD,NA,0,2,0,2,10,5,1,20,1410,12,2022,Cass
CASTRO CO SO,NA,2,0,0,3,4,10,2,21,3272,12,2022,Castro
DIMMITT PD,NA,0,2,1,4,7,8,4,26,4183,12,2022,Castro
MONT BELVIEU PD,NA,1,5,3,13,15,110,23,170,8902,12,2022,Chambers
BARBERS HILL ISD PD,NA,0,1,0,0,1,12,0,14,0,12,2022,Chambers
CHAMBERS CO SO,NA,10,24,8,94,140,555,131,962,37355,12,2022,Chambers
CHEROKEE CO SO,NA,3,2,2,103,65,212,60,447,32037,12,2022,Cherokee
JACKSONVILLE PD,NA,0,6,2,70,71,245,43,437,14196,12,2022,Cherokee
RUSK PD,NA,1,3,0,19,6,54,7,90,5583,12,2022,Cherokee
CUNEY PD,NA,0,0,0,1,0,0,0,1,115,12,2022,Cherokee
CHILDRESS CO SO,NA,0,1,0,0,6,16,1,24,951,12,2022,Childress
CHILDRESS PD,NA,0,3,0,8,22,11,5,49,5915,12,2022,Childress
CLAY CO SO,NA,0,3,0,12,27,21,13,76,10343,12,2022,Clay
COCHRAN CO SO,NA,0,0,0,1,9,21,6,37,2489,12,2022,Cochran
COKE CO SO,NA,0,1,0,0,129,20,5,155,3374,12,2022,Coke
COLEMAN PD,NA,0,2,1,3,6,9,5,26,3943,12,2022,Coleman
SANTA ANNA PD,NA,0,0,0,1,0,0,2,3,1029,12,2022,Coleman
COLEMAN CO SO,NA,0,1,0,1,4,12,1,19,2875,12,2022,Coleman
PRINCETON PD,NA,0,7,3,23,15,152,19,219,22867,12,2022,Collin
MCKINNEY PD,NA,3,41,24,164,210,1768,184,2394,208415,12,2022,Collin
FRISCO PD,NA,0,42,25,157,210,2590,126,3150,218962,12,2022,Collin
FARMERSVILLE PD,NA,0,0,0,5,11,26,1,43,4024,12,2022,Collin
JOSEPHINE PD,NA,1,0,0,0,11,13,0,25,4711,12,2022,Collin
MELISSA PD,NA,0,1,0,4,4,55,5,69,20071,12,2022,Collin
MURPHY PD,NA,0,0,2,7,11,137,0,157,21297,12,2022,Collin
FAIRVIEW PD,NA,0,0,0,5,3,61,4,73,10917,12,2022,Collin
ALLEN PD,NA,0,25,4,94,95,763,65,1046,108135,9,2022,Collin
ANNA ISD PD,NA,0,1,0,0,0,1,0,2,0,12,2022,Collin
CELINA PD,NA,0,4,1,14,21,191,3,234,24190,12,2022,Collin
COLLIN CO SO,NA,1,20,0,42,80,282,62,487,85826,12,2022,Collin
ANNA PD,NA,0,8,7,14,35,158,17,239,23541,12,2022,Collin
FARMERSVILLE ISD PD,NA,0,0,0,0,0,0,0,0,0,4,2022,Collin
WYLIE PD,NA,0,7,4,25,36,285,28,385,60910,12,2022,Collin
PLANO PD,NA,1,90,86,280,682,4292,521,5952,289847,12,2022,Collin
COLLIN COMMUNITY COLLEGE DISTRICT PD,NA,0,0,0,0,0,2,0,2,0,1,2022,Collin
PROSPER PD,NA,0,8,3,18,34,273,22,358,37752,12,2022,Collin
PARKER PD,NA,0,0,0,5,3,14,3,25,6144,12,2022,Collin
LAVON PD,NA,0,2,0,3,5,30,2,42,6277,12,2022,Collin
COLLINGSWORTH CO SO,NA,0,0,0,0,0,3,0,3,2611,12,2022,Collingsworth
COLORADO CO SO,NA,0,2,2,16,33,67,21,141,11649,12,2022,Colorado
WEIMAR PD,NA,0,0,2,1,5,6,3,17,2083,12,2022,Colorado
COLUMBUS PD,NA,1,3,0,3,3,44,5,59,3598,12,2022,Colorado
NEW BRAUNFELS PD,NA,0,30,20,151,179,1157,177,1714,107017,12,2022,Comal
COMAL CO SO,NA,1,31,3,80,222,447,94,878,90890,12,2022,Comal
GARDEN RIDGE PD,NA,0,1,0,2,12,46,10,71,4442,12,2022,Comal
BULVERDE PD,NA,0,0,1,11,10,124,6,152,6268,12,2022,Comal
COMANCHE PD,NA,0,2,0,8,13,59,8,90,4276,12,2022,Comanche
COMANCHE CO SO,NA,0,3,0,8,9,49,4,73,7450,12,2022,Comanche
DE LEON PD,NA,0,0,1,8,12,13,5,39,2310,12,2022,Comanche
CONCHO CO SO,NA,0,1,0,2,3,7,0,13,3383,12,2022,Concho
COOKE CO SO,NA,0,9,2,16,37,78,7,149,24222,12,2022,Cooke
GAINESVILLE PD,NA,1,4,5,31,55,320,56,472,17789,12,2022,Cooke
COPPERAS COVE PD,NA,1,35,8,75,88,505,59,771,37841,12,2022,Coryell
GATESVILLE PD,NA,0,4,3,15,20,90,20,152,17154,12,2022,Coryell
CORYELL CO SO,NA,0,1,0,16,24,54,7,102,31877,12,2022,Coryell
CRANE CO SO,NA,0,0,0,2,1,2,0,5,1235,12,2022,Crane
CRANE PD,NA,0,1,0,1,7,2,0,11,3485,12,2022,Crane
CROCKETT CO SO,NA,0,1,0,2,8,10,3,24,3044,12,2022,Crockett
CROSBY CO SO,NA,0,0,0,4,10,7,4,25,1051,12,2022,Crosby
DALHART PD,NA,0,2,3,16,12,29,14,76,8410,12,2022,Dallam
DALLAM CO SO,NA,0,2,0,1,2,3,1,9,1706,12,2022,Dallam
FARMERS BRANCH PD,NA,3,14,19,54,172,1066,218,1546,36595,12,2022,Dallas
BAYLOR HEALTH CARE SYSTEM PD,NA,0,0,0,2,3,318,34,357,0,12,2022,Dallas
SUNNYVALE PD,NA,0,0,1,6,6,94,22,129,8381,12,2022,Dallas
LANCASTER PD,NA,3,16,45,193,197,840,214,1508,40615,12,2022,Dallas
CARROLLTON PD,NA,3,43,49,180,272,1725,215,2487,133610,12,2022,Dallas
DALLAS CO SO,NA,2,16,2,19,33,84,67,223,0,12,2022,Dallas
DUNCANVILLE PD,NA,3,11,47,65,131,633,238,1128,39474,12,2022,Dallas
DUNCANVILLE ISD PD,NA,0,0,0,2,0,6,0,8,0,10,2022,Dallas
UNIV OF TX: SW MED SCHOOL PD,NA,0,0,0,0,12,180,16,208,0,12,2022,Dallas
COPPELL PD,NA,1,13,2,24,50,501,28,619,42021,12,2022,Dallas
DESOTO PD,NA,4,19,32,113,119,772,239,1298,55956,12,2022,Dallas
IRVING PD,NA,12,144,164,533,748,4698,987,7286,254141,12,2022,Dallas
CEDAR HILL PD,NA,3,13,10,55,68,727,116,992,48483,12,2022,Dallas
UNIVERSITY PARK PD,NA,0,2,8,0,145,157,28,340,24918,12,2022,Dallas
WILMER PD,NA,0,4,3,8,13,34,24,86,5590,12,2022,Dallas
SOUTHERN METHODIST UNIV PD,NA,0,1,0,0,18,139,21,179,0,12,2022,Dallas
BALCH SPRINGS PD,NA,3,14,26,86,92,472,246,939,26973,12,2022,Dallas
GRAND PRAIRIE PD,NA,8,42,67,288,303,2966,495,4169,199663,12,2022,Dallas
UNIV OF TX: DALLAS PD,NA,0,3,0,0,4,96,4,107,0,12,2022,Dallas
GARLAND PD,NA,5,73,198,315,910,4203,1056,6760,241095,12,2022,Dallas
RICHARDSON PD,NA,2,30,60,90,281,2004,345,2812,115771,12,2022,Dallas
ADDISON PD,NA,1,15,12,55,115,1073,235,1506,17531,12,2022,Dallas
SACHSE PD,NA,0,9,2,1,30,163,24,229,31317,12,2022,Dallas
LANCASTER ISD PD,NA,0,1,0,0,1,15,0,17,0,12,2022,Dallas
HIGHLAND PARK PD,NA,0,1,4,2,23,156,10,196,8732,12,2022,Dallas
MESQUITE PD,NA,9,57,132,487,718,3618,1038,6059,147226,12,2022,Dallas
OVILLA PD,NA,0,0,1,2,3,13,2,21,4365,12,2022,Dallas
ROWLETT PD,NA,3,14,15,123,96,778,92,1121,65196,12,2022,Dallas
DALLAS PD,NA,156,488,2139,7230,6786,28829,13360,58988,1286121,12,2022,Dallas
COCKRELL HILL PD,NA,0,0,1,6,18,43,25,93,3687,12,2022,Dallas
SEAGOVILLE PD,NA,1,6,6,16,99,178,112,418,19389,12,2022,Dallas
HUTCHINS PD,NA,0,4,8,29,35,185,105,366,5594,12,2022,Dallas
GLENN HEIGHTS PD,NA,1,6,3,41,25,143,37,256,18398,12,2022,Dallas
DALLAS CO COMM COLL PD,NA,0,0,0,0,3,6,2,11,0,12,2022,Dallas
DAWSON CO SO,NA,0,0,0,1,15,24,3,43,3625,12,2022,Dawson
LAMESA PD,NA,1,6,2,34,44,150,17,254,8726,12,2022,Dawson
HEREFORD PD,NA,1,5,6,32,55,170,47,316,14626,12,2022,Deaf Smith
DEAF SMITH CO SO,NA,0,0,0,8,9,15,2,34,3640,12,2022,Deaf Smith
DELTA CO SO,NA,0,3,1,9,20,21,7,61,5589,12,2022,Delta
ELM RIDGE PD,NA,0,2,0,7,5,58,9,81,0,12,2022,Denton
DENTON PD,NA,7,116,45,276,450,2780,442,4116,154230,12,2022,Denton
HIGHLAND VILLAGE PD,NA,0,3,1,7,8,122,4,145,15988,12,2022,Denton
SANGER PD,NA,0,0,1,20,11,122,19,173,9877,12,2022,Denton
PILOT POINT ISD PD,NA,0,0,0,0,0,0,0,0,0,2,2022,Denton
LEWISVILLE PD,NA,7,69,43,215,232,1915,358,2839,113568,12,2022,Denton
KRUGERVILLE PD,NA,0,0,0,1,2,1,0,4,3962,12,2022,Denton
AUBREY PD,NA,0,4,2,9,23,54,7,99,7873,12,2022,Denton
TEXAS WOMAN'S UNIV PD,NA,0,0,0,0,1,25,1,27,0,12,2022,Denton
DOUBLE OAK PD,NA,0,0,0,1,4,10,0,15,3052,12,2022,Denton
LITTLE ELM PD,NA,1,23,6,58,26,197,41,352,55340,12,2022,Denton
LAKE DALLAS PD,NA,0,6,3,3,6,34,13,65,7738,12,2022,Denton
THE COLONY PD,NA,0,36,8,88,57,1145,75,1409,45357,12,2022,Denton
AUBREY ISD PD,NA,0,0,0,0,0,0,0,0,0,12,2022,Denton
PILOT POINT PD,NA,0,2,0,2,6,15,4,29,4892,12,2022,Denton
BARTONVILLE PD,NA,0,0,0,0,1,14,1,16,1812,11,2022,Denton
ARGYLE PD,NA,0,1,0,0,2,19,1,23,4986,12,2022,Denton
ROANOKE PD,NA,0,3,1,3,17,102,13,139,10024,12,2022,Denton
