OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,date
4557900,1663200000000,21,124852022,23G,Theft of motor vehicle parts or accessory,06,06B40,"Residence, Home (Includes Apartment)",9049 WINDING RIVER,9000-9099,WINDING RIVER,DR,,77088,TXHPD0000,B,HIDDEN VALLEY,76X6VHRM+23,2022-09-14
4557902,1663286400000,03,124870622,23H,All other larceny,06,06B40,"Highway, Road, Street, Alley",1049 GULF BANK,1000-1099,GULF BANK,RD,W,77088,TXHPD0000,,,76X6VJQG+RC,2022-09-15
4557912,1663372800000,18,125643222,23C,Shoplifting,06,06B40,"Service, Gas Station",1449 GULF BANK,1400-1499,GULF BANK,RD,W,77088,TXHPD0000,,,76X6VJRJ+7V,2022-09-16
4557913,1663286400000,20,125421922,220,"Burglary, Breaking and Entering",06,06B40,"Department, Discount Store",1449 GULF BANK,1400-1499,GULF BANK,RD,W,77088,TXHPD0000,,,76X6VJRJ+7V,2022-09-15
4557915,1663200000000,13,124884422,220,"Burglary, Breaking and Entering",06,06B40,"Grocery, Supermarket",1449 GULF BANK,1400-1499,GULF BANK,RD,W,77088,TXHPD0000,,,76X6VJRJ+7V,2022-09-14
4557923,1663459200000,09,125967122,240,Motor vehicle theft,07,07C40,Park/Playground,12349 ALDINE WESTFIELD,12300-12399,ALDINE WESTFIELD,RD,,77039,TXHPD0000,H,,76X6VJVW+J3,2022-09-17
4557927,1663200000000,11,124437322,23C,Shoplifting,06,06B40,"Drug Store, Doctors Office, Hospital",9349 VETERANS MEMORIAL,9300-9399,VETERANS MEMORIAL,DR,,77088,TXHPD0000,B,ACRES HOME,76X6VHWC+FR,2022-09-14
4557928,1663459200000,09,125910922,23C,Shoplifting,06,06B40,"Drug Store, Doctors Office, Hospital",9349 VETERANS MEMORIAL,9300-9399,VETERANS MEMORIAL,DR,,77088,TXHPD0000,B,ACRES HOME,76X6VHWC+FR,2022-09-17
4557932,1663286400000,11,125784222,23G,Theft of motor vehicle parts or accessory,24,24C60,Restaurant,12649 LAKE HOUSTON,12600-12699,LAKE HOUSTON,PKWY,W,77044,TXHPD0000,,,76X6VRV3+3G,2022-09-15
4557935,1663372800000,00,125295922,290,"Destruction, damage, vandalism",17,17E20,"Residence, Home (Includes Apartment)",8949 GESSNER,8900-8999,GESSNER,RD,S,77074,TXHPD0000,A,,76X6WF24+VM,2022-09-16
4557936,1663459200000,11,125958022,240,Motor vehicle theft,17,17E20,"Residence, Home (Includes Apartment)",8949 GESSNER,8900-8999,GESSNER,RD,S,77074,TXHPD0000,A,,76X6WF24+VM,2022-09-17
4557975,1662940800000,07,122989122,290,"Destruction, damage, vandalism",13,13D20,"Other, Unknown",8449 BROADWAY,8400-8499,BROADWAY,ST,,77061,TXHPD0000,,,76X6WFCG+GG,2022-09-11
4557993,1662854400000,07,122438322,23C,Shoplifting,13,13D20,Convenience Store,8349 BROADWAY,8300-8399,BROADWAY,ST,,77061,TXHPD0000,,,76X6WFCH+G9,2022-09-10
4558009,1663286400000,19,125427722,23F,Theft from motor vehicle,22,22B30,"Residence, Home (Includes Apartment)",149 DYNA,100-199,DYNA,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHCV+X8,2022-09-15
4558010,1663372800000,16,125577222,250,"Counterfeiting, forgery",22,22B30,"Residence, Home (Includes Apartment)",149 DYNA,100-199,DYNA,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHCV+X8,2022-09-16
4558024,1662940800000,20,123171322,23H,All other larceny,22,22B30,"Residence, Home (Includes Apartment)",49 GOODSON,0-99,GOODSON,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHFQ+VW,2022-09-11
4558025,1663286400000,20,125205222,240,Motor vehicle theft,22,22B30,"Residence, Home (Includes Apartment)",49 GOODSON,0-99,GOODSON,DR,,77037,TXHPD0000,B,GREATER GREENSPOINT,76X6WHFQ+VW,2022-09-15
4558026,1663286400000,22,125267322,290,"Destruction, damage, vandalism",22,22B30,"Residence, Home (Includes Apartment)",49 GOODSON,0-99,GOODSON,DR,,77037,TXHPD0000,B,GREATER GREENSPOINT,76X6WHFQ+VW,2022-09-15
4558050,1663200000000,15,124542222,220,"Burglary, Breaking and Entering",22,22B30,"Residence, Home (Includes Apartment)",149 COUNTY FAIR,100-199,COUNTY FAIR,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHHW+35,2022-09-14
4558051,1663200000000,15,124542222,290,"Destruction, damage, vandalism",22,22B30,"Residence, Home (Includes Apartment)",149 COUNTY FAIR,100-199,COUNTY FAIR,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHHW+35,2022-09-14
4558054,1663286400000,00,124946622,290,"Destruction, damage, vandalism",22,22B30,"Residence, Home (Includes Apartment)",349 SADDLE HORN,300-399,SADDLE HORN,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WJH3+79,2022-09-15
4558058,1662940800000,08,124414622,250,"Counterfeiting, forgery",22,22B30,"Residence, Home (Includes Apartment)",349 COACH LAMP,300-399,COACH LAMP,LN,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WJH3+H8,2022-09-11
4558087,1662854400000,09,122433722,23C,Shoplifting,22,22B30,"Service, Gas Station",49 ALDINE BENDER,0-99,ALDINE BENDER,RD,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHJQ+PR,2022-09-10
4558088,1663027200000,14,123501422,23C,Shoplifting,22,22B30,Speciality Store,49 ALDINE BENDER,0-99,ALDINE BENDER,RD,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHJQ+PR,2022-09-12
4558090,1663027200000,23,123903622,240,Motor vehicle theft,22,22B30,"Parking Lot, Garage",149 ALDINE BENDER,100-199,ALDINE BENDER,RD,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHJW+PG,2022-09-12
4558101,1663372800000,02,125384422,240,Motor vehicle theft,22,22B30,"Commercial, Office Building",549 ALDINE BENDER,500-599,ALDINE BENDER,RD,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WJJ6+QR,2022-09-16
4558111,1663372800000,02,125429422,23F,Theft from motor vehicle,22,22B30,"Residence, Home (Includes Apartment)",16149 IMPERIAL VALLEY,16100-16199,IMPERIAL VALLEY,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHMX+54,2022-09-16
4558126,1662854400000,02,122646522,26F,Identify theft,22,22B30,"Residence, Home (Includes Apartment)",249 PLAZA VERDE,200-299,PLAZA VERDE,DR,,77038,TXHPD0000,B,GREATER GREENSPOINT,76X6WHMM+H5,2022-09-10
4558144,1663372800000,10,125453722,240,Motor vehicle theft,00,OOJ,"Residence, Home (Includes Apartment)",49 NORTH POINT,0-99,NORTH POINT,DR,,77494,TXHPD0000,B,GREATER GREENSPOINT,76X6WHQR+62,2022-09-16
4558162,1662940800000,06,122845622,23F,Theft from motor vehicle,24,24C60,"Highway, Road, Street, Alley",14749 CHAPMAN WOODS,14700-14799,CHAPMAN WOODS,XING,,77044,TXHPD0000,,,76X6WQMX+XX,2022-09-11
4558168,1663459200000,17,126076222,220,"Burglary, Breaking and Entering",22,22B20,"Church, Synagogue, Temple",1549 GREENSMARK,1500-1599,GREENSMARK,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6WHV3+37,2022-09-17
4558188,1663113600000,11,124123322,240,Motor vehicle theft,22,22B20,"Parking Lot, Garage",349 BENMAR,300-399,BENMAR,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WJV2+HM,2022-09-13
4558189,1663372800000,08,125426622,26A,"False pretenses, swindle",22,22B20,"Residence, Home (Includes Apartment)",349 BENMAR,300-399,BENMAR,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WJV2+HM,2022-09-16
4558207,1662940800000,13,123176622,23F,Theft from motor vehicle,22,22B20,"Parking Lot, Garage",1449 GEARS,1400-1499,GEARS,RD,,77067,TXHPD0000,,,76X6WHW4+9J,2022-09-11
4558208,1663286400000,22,125428322,240,Motor vehicle theft,22,22B20,"Parking Lot, Garage",1449 GEARS,1400-1499,GEARS,RD,,77067,TXHPD0000,,,76X6WHW4+9J,2022-09-15
4558209,1663027200000,12,123975722,26A,"False pretenses, swindle",22,22B20,"Bank, Savings & Loan",1449 GEARS,1400-1499,GEARS,RD,,77067,TXHPD0000,,,76X6WHW4+9J,2022-09-12
4558217,1662940800000,19,123286522,290,"Destruction, damage, vandalism",22,22B40,"Hotel, Motel, ETC",15549 JOHN F KENNEDY,15500-15599,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMV9+F7,2022-09-11
4558218,1663372800000,12,125515522,23G,Theft of motor vehicle parts or accessory,22,22B40,"Parking Lot, Garage",15549 JOHN F KENNEDY,15500-15599,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMV9+F7,2022-09-16
4558237,1663113600000,13,123970322,23F,Theft from motor vehicle,22,22B40,"Parking Lot, Garage",15649 JOHN F KENNEDY,15600-15699,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMV9+X7,2022-09-13
4558252,1663372800000,00,125412622,23G,Theft of motor vehicle parts or accessory,22,22B20,"Residence, Home (Includes Apartment)",16949 NORTHCHASE,16900-16999,NORTHCHASE,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHWV+XP,2022-09-16
4558253,1663372800000,23,125900422,23F,Theft from motor vehicle,22,22B40,"Parking Lot, Garage",15549 VICKERY,15500-15599,VICKERY,DR,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMWM+3X,2022-09-16
4558265,1662854400000,00,122312922,290,"Destruction, damage, vandalism",22,22B40,"Residence, Home (Includes Apartment)",6149 SHIRLEY,6100-6199,SHIRLEY,LN,,77396,TXHPD0000,B,IAH / AIRPORT AREA,76X6WPV3+X8,2022-09-10
4558281,1662940800000,22,123634922,290,"Destruction, damage, vandalism",22,22B20,"Parking Lot, Garage",12449 GREENSPOINT,12400-12499,GREENSPOINT,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHXQ+PM,2022-09-11
4558282,1663200000000,00,124253922,290,"Destruction, damage, vandalism",22,22B20,"Hotel, Motel, ETC",12449 GREENSPOINT,12400-12499,GREENSPOINT,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6WHXQ+PM,2022-09-14
4558294,1663200000000,18,125133022,23G,Theft of motor vehicle parts or accessory,22,22B40,"Parking Lot, Garage",15749 JOHN F KENNEDY,15700-15799,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMX9+26,2022-09-14
4558301,1663200000000,19,124718722,23G,Theft of motor vehicle parts or accessory,22,22B10,"Parking Lot, Garage",17149 TOMBALL,17100-17199,TOMBALL,PKWY,,77064,TXHPD0000,A,WILLOWBROOK,76X6XF36+8C,2022-09-14
4558314,1662940800000,12,122974222,23F,Theft from motor vehicle,22,22B20,"Parking Lot, Garage",12549 GREENSPOINT,12500-12599,GREENSPOINT,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6XH2Q+8C,2022-09-11
4558320,1663286400000,13,124998322,120,Robbery,22,22B40,"Hotel, Motel, ETC",15749 EASTEX,15700-15799,EASTEX,FWY,,77396,TXHPD0000,B,IAH / AIRPORT AREA,76X6WPX4+5R,2022-09-15
4558329,1663200000000,20,124840022,240,Motor vehicle theft,22,22B40,"Parking Lot, Garage",15849 JOHN F KENNEDY,15800-15899,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMX9+P6,2022-09-14
4558330,1663372800000,17,125904122,23F,Theft from motor vehicle,22,22B40,"Hotel, Motel, ETC",15849 JOHN F KENNEDY,15800-15899,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6WMX9+P6,2022-09-16
4558331,1663372800000,07,125422622,23F,Theft from motor vehicle,22,22B20,"Residence, Home (Includes Apartment)",12649 NORTHBOROUGH,12600-12699,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH2H+Q3,2022-09-16
4558349,1662854400000,12,122484622,23C,Shoplifting,22,22B10,Convenience Store,17349 TOMBALL,17300-17399,TOMBALL,PKWY,,77064,TXHPD0000,A,WILLOWBROOK,76X6XF45+74,2022-09-10
4558350,1663200000000,14,124507222,23C,Shoplifting,22,22B10,"Department, Discount Store",17349 TOMBALL,17300-17399,TOMBALL,PKWY,,77064,TXHPD0000,A,WILLOWBROOK,76X6XF45+74,2022-09-14
4558364,1663027200000,12,123593322,23H,All other larceny,22,22B20,"Other, Unknown",1149 LANGWICK,1100-1199,LANGWICK,DR,,77060,TXHPD0000,B,GREATER GREENSPOINT,76X6XJ36+6P,2022-09-12
4558372,1662940800000,08,122835822,290,"Destruction, damage, vandalism",22,22B20,"Residence, Home (Includes Apartment)",12849 NORTHBOROUGH,12800-12899,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH3G+PR,2022-09-11
4558394,1663372800000,21,125963222,23G,Theft of motor vehicle parts or accessory,22,22B20,"Parking Lot, Garage",13049 NORTHBOROUGH,13000-13099,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH4G+JP,2022-09-16
4558403,1662940800000,10,122889322,220,"Burglary, Breaking and Entering",22,22B20,"Residence, Home (Includes Apartment)",13049 NORTHBOROUGH,13000-13099,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH4G+JP,2022-09-11
4558404,1663027200000,19,124115622,23F,Theft from motor vehicle,22,22B20,"Residence, Home (Includes Apartment)",13049 NORTHBOROUGH,13000-13099,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH4G+JP,2022-09-12
4558408,1663113600000,13,123964322,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",12949 WILLOW PLACE,12900-12999,WILLOW PLACE,DR,,77070,TXHPD0000,A,WILLOWBROOK,76X6XC6R+4M,2022-09-13
4558415,1663027200000,21,123913822,23F,Theft from motor vehicle,22,22B10,"Residence, Home (Includes Apartment)",8449 WILLOW PLACE,8400-8499,WILLOW PLACE,DR,,77070,TXHPD0000,A,WILLOWBROOK,76X6XC6R+QW,2022-09-12
4558423,1663027200000,19,123664022,240,Motor vehicle theft,22,22B10,"Parking Lot, Garage",8349 WILLOW PLACE,8300-8399,WILLOW PLACE,DR,,77070,TXHPD0000,A,WILLOWBROOK,76X6XC6V+Q8,2022-09-12
4558427,1663459200000,15,126014822,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",8249 WILLOW PLACE,8200-8299,WILLOW PLACE,DR,,77070,TXHPD0000,A,WILLOWBROOK,76X6XC6W+Q8,2022-09-17
4558431,1662940800000,17,124476522,23H,All other larceny,22,22B20,"Parking Lot, Garage",16349 CENTRAL GREEN,16300-16399,CENTRAL GREEN,BLVD,,77032,TXHPD0000,B,,76X6XJ5F+G5,2022-09-11
4558441,1662940800000,08,123013222,23G,Theft of motor vehicle parts or accessory,22,22B10,"Parking Lot, Garage",18249 TOMBALL,18200-18299,TOMBALL,PKWY,,77070,TXHPD0000,A,WILLOWBROOK,76X6XC7X+97,2022-09-11
4558442,1663027200000,11,123511822,23G,Theft of motor vehicle parts or accessory,22,22B10,"Residence, Home (Includes Apartment)",18249 TOMBALL,18200-18299,TOMBALL,PKWY,,77070,TXHPD0000,A,WILLOWBROOK,76X6XC7X+97,2022-09-12
4558466,1663372800000,19,125981722,23F,Theft from motor vehicle,22,22B20,"Parking Lot, Garage",13349 NORTHBOROUGH,13300-13399,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH6G+58,2022-09-16
4558477,1663113600000,17,124301822,23G,Theft of motor vehicle parts or accessory,22,22B20,"Parking Lot, Garage",13549 NORTHBOROUGH,13500-13599,NORTHBOROUGH,DR,,77067,TXHPD0000,B,GREATER GREENSPOINT,76X6XH6G+M2,2022-09-13
4558506,1663459200000,14,125990622,23G,Theft of motor vehicle parts or accessory,22,22B10,"Parking Lot, Garage",7749 WILLOW CHASE,7700-7799,WILLOW CHASE,BLVD,,77070,TXHPD0000,A,WILLOWBROOK,76X6XF83+JC,2022-09-17
4558515,1663372800000,20,125861222,23F,Theft from motor vehicle,00,OOJ,"Commercial, Office Building",2849 BLUE JAY,2800-2899,BLUE JAY,CIR,,77396,TXHPD0000,,,76X6XP6H+J4,2022-09-16
4558522,1663027200000,18,123832422,23G,Theft of motor vehicle parts or accessory,22,22B20,"Commercial, Office Building",949 RANKIN,900-999,RANKIN,RD,W,77014,TXHPD0000,,,76X6XJ83+9R,2022-09-12
4558529,1662940800000,12,124186822,240,Motor vehicle theft,21,21I50,"Parking Lot, Garage",17749 JOHN F KENNEDY SERVICE,17700-17799,JOHN F KENNEDY SERVICE,RD,,,TXHPD0000,B,IAH / AIRPORT AREA,76X6XM87+6G,2022-09-11
4558535,1662854400000,11,122473822,250,"Counterfeiting, forgery",22,22B40,"Residence, Home (Includes Apartment)",16949 ROLLING ACRES,16900-16999,ROLLING ACRES,DR,,77396,TXHPD0000,B,IAH / AIRPORT AREA,76X6XP84+CV,2022-09-10
4558537,1663459200000,18,126079722,23F,Theft from motor vehicle,22,22B40,"Parking Lot, Garage",17149 EASTEX,17100-17199,EASTEX,FWY,,77396,TXHPD0000,B,IAH / AIRPORT AREA,76X6XP88+Q6,2022-09-17
4558555,1663286400000,14,125514622,240,Motor vehicle theft,22,22B40,"Parking Lot, Garage",17649 EASTEX,17600-17699,EASTEX,FWY,,77396,TXHPD0000,B,IAH / AIRPORT AREA,76X6XPG9+3M,2022-09-15
4558612,1663027200000,04,123535822,290,"Destruction, damage, vandalism",21,21I50,"Parking Lot, Garage",2849 TERMINAL,2800-2899,TERMINAL,RD,S,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XJPX+CM,2022-09-12
4558613,1663113600000,09,123855822,23C,Shoplifting,21,21I10,Convenience Store,2849 TERMINAL,2800-2899,TERMINAL,RD,N,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XJPX+CM,2022-09-13
4558619,1662940800000,08,123831222,23F,Theft from motor vehicle,21,21I10,"Airplane, Bus,Train Terminal",2849 TERMINAL,2800-2899,TERMINAL,RD,N,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XJPX+CM,2022-09-11
4558627,1663372800000,15,125625722,23H,All other larceny,21,21I50,"Airplane, Bus,Train Terminal",3149 TERMINAL,3100-3199,TERMINAL,RD,N,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XMP4+CX,2022-09-16
4558628,1663372800000,15,125625722,26B,"Credit card, ATM fraud",21,21I50,"Airplane, Bus,Train Terminal",3149 TERMINAL,3100-3199,TERMINAL,RD,N,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XMP4+CX,2022-09-16
4558630,1663286400000,13,125026122,23H,All other larceny,21,21I50,"Airplane, Bus,Train Terminal",3149 TERMINAL,3100-3199,TERMINAL,RD,N,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XMP4+CX,2022-09-15
4558662,1662940800000,12,123824122,240,Motor vehicle theft,21,21I50,"Airplane, Bus,Train Terminal",3549 TERMINAL,3500-3599,TERMINAL,RD,,,TXHPD0000,B,IAH / AIRPORT AREA,76X6XMP7+C4,2022-09-11
4558664,1663459200000,03,125861822,23H,All other larceny,21,21I50,"Airplane, Bus,Train Terminal",3549 TERMINAL,3500-3599,TERMINAL,RD,N,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XMP7+C4,2022-09-17
4558700,1663459200000,03,125908122,23H,All other larceny,21,21I50,"Hotel, Motel, ETC",18749 JOHN F KENNEDY,18700-18799,JOHN F KENNEDY,BLVD,,77032,TXHPD0000,B,IAH / AIRPORT AREA,76X6XMP4+JR,2022-09-17
4558705,1663027200000,23,123830222,240,Motor vehicle theft,22,22B40,"Parking Lot, Garage",18549 KENSWICK,18500-18599,KENSWICK,DR,,77338,TXHPD0000,B,IAH / AIRPORT AREA,76X6XPP3+WJ,2022-09-12
4558710,1662940800000,15,124511922,23H,All other larceny,11,11H50,"Grocery, Supermarket",2849 RICHEY,2800-2899,RICHEY,ST,S,77017,TXHPD0000,,,86262J2F+G2,2022-09-11
4558714,1663459200000,05,125862622,220,"Burglary, Breaking and Entering",22,22B40,"Residence, Home (Includes Apartment)",9449 HUMBLE WESTFIELD,9400-9499,HUMBLE WESTFIELD,RD,,77338,TXHPD0000,B,IAH / AIRPORT AREA,86262P29+JM,2022-09-17
4558715,1663027200000,12,123444622,220,"Burglary, Breaking and Entering",22,22B40,"Residence, Home (Includes Apartment)",9449 HUMBLE WESTFIELD,9400-9499,HUMBLE WESTFIELD,RD,,77338,TXHPD0000,B,IAH / AIRPORT AREA,86262P29+JM,2022-09-12
4558719,1663200000000,12,124483922,23C,Shoplifting,22,22B10,"Department, Discount Store",7749 FM 1960,7700-7799,FM 1960,RD,W,77070,TXHPD0000,E,,76X6XRXR+X9,2022-09-14
4558720,1662940800000,13,122967222,220,"Burglary, Breaking and Entering",11,11H50,"Commercial, Office Building",3549 RICHEY,3500-3599,RICHEY,ST,S,77017,TXHPD0000,B,IAH / AIRPORT AREA,86262J4J+C9,2022-09-11
4558731,1663027200000,11,123471222,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7649 FM 1960,7600-7699,FM 1960,RD,W,77070,TXHPD0000,E,,86262M3P+XR,2022-09-12
4558732,1663027200000,18,123637222,23G,Theft of motor vehicle parts or accessory,22,22B10,Restaurant,7649 FM 1960,7600-7699,FM 1960,RD,W,77070,TXHPD0000,E,,86262M3P+XR,2022-09-12
4558733,1663200000000,19,124715522,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7649 FM 1960,7600-7699,FM 1960,RD,W,77070,TXHPD0000,E,,86262M3P+XR,2022-09-14
4558734,1663200000000,19,124764322,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7649 FM 1960,7600-7699,FM 1960,RD,W,77070,TXHPD0000,E,,86262M3P+XR,2022-09-14
4558735,1663200000000,19,124765822,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7649 FM 1960,7600-7699,FM 1960,RD,W,77070,TXHPD0000,E,,86262M3P+XR,2022-09-14
4558736,1663027200000,20,123704222,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7649 FM 1960,7600-7699,FM 1960,RD,W,77070,TXHPD0000,E,,86262M3P+XR,2022-09-12
4558745,1663200000000,19,124965322,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7149 FM 1960,7100-7199,FM 1960,RD,W,77069,TXHPD0000,B,,86262M4J+PV,2022-09-14
4558746,1663200000000,19,124663122,290,"Destruction, damage, vandalism",22,22B10,Restaurant,7949 FM 1960,7900-7999,FM 1960,RD,W,77070,TXHPD0000,E,,86262R3W+25,2022-09-14
4558754,1662854400000,05,122447422,23G,Theft of motor vehicle parts or accessory,22,22B10,"Parking Lot, Garage",7949 FM 1960,7900-7999,FM 1960,RD,W,77070,TXHPD0000,E,,86262R3W+25,2022-09-10
4558755,1663200000000,18,124897722,23G,Theft of motor vehicle parts or accessory,22,22B10,"Parking Lot, Garage",7049 FM 1960,7000-7099,FM 1960,RD,W,77066,TXHPD0000,B,,86262M4J+W8,2022-09-14
4558757,1663286400000,21,125229322,23F,Theft from motor vehicle,22,22B10,"Parking Lot, Garage",7049 FM 1960,7000-7099,FM 1960,RD,,,TXHPD0000,B,,86262M4J+W8,2022-09-15
4558771,1663200000000,00,124303922,23G,Theft of motor vehicle parts or accessory,22,22B10,"Parking Lot, Garage",8349 FM 1960,8300-8399,FM 1960,RD,W,77070,TXHPD0000,E,,86262R4X+3W,2022-09-14
4558778,1662940800000,08,123489422,250,"Counterfeiting, forgery",24,24C40,"Residence, Home (Includes Apartment)",149 LAKE HARBOR,100-199,LAKE HARBOR,LN,,,TXHPD0000,E,LAKE HOUSTON,86262V4P+JQ,2022-09-11
4558784,1663372800000,14,125550622,23H,All other larceny,24,24C10,"Residence, Home (Includes Apartment)",1849 LAKESHORE,1800-1899,LAKESHORE,DR,,77339,TXHPD0000,E,KINGWOOD AREA,86262QCC+RP,2022-09-16
4558788,1663286400000,17,125134422,290,"Destruction, damage, vandalism",24,24C10,"Commercial, Office Building",349 FOREST COVE,300-399,FOREST COVE,DR,,77339,TXHPD0000,E,KINGWOOD AREA,86262QF8+5C,2022-09-15
4558801,1663286400000,23,125600222,23G,Theft of motor vehicle parts or accessory,24,24C30,"Parking Lot, Garage",4649 MAGNOLIA COVE,4600-4699,MAGNOLIA COVE,DR,,77345,TXHPD0000,E,KINGWOOD AREA,86262RMH+82,2022-09-15
4558802,1663286400000,23,125600222,240,Motor vehicle theft,24,24C30,"Parking Lot, Garage",4649 MAGNOLIA COVE,4600-4699,MAGNOLIA COVE,DR,,77345,TXHPD0000,E,KINGWOOD AREA,86262RMH+82,2022-09-15
4558805,1663372800000,01,125331322,120,Robbery,24,24C50,"Residence, Home (Includes Apartment)",49 MCCLELLAN,0-99,MCCLELLAN,CIR,,77339,TXHPD0000,E,KINGWOOD AREA,86262PQQ+5G,2022-09-16
4558808,1663113600000,12,125157622,240,Motor vehicle theft,02,02A40,"Parking Lot, Garage",2449 WASHINGTON,2400-2499,WASHINGTON,AVE,,77007,TXHPD0000,,,8626334F+8G,2022-09-13
4558809,1663113600000,12,125157622,290,"Destruction, damage, vandalism",02,02A40,"Parking Lot, Garage",2449 WASHINGTON,2400-2499,WASHINGTON,AVE,,77007,TXHPD0000,,,8626334F+8G,2022-09-13
4558812,1662854400000,21,122677422,23H,All other larceny,02,02A40,"Residence, Home (Includes Apartment)",2549 WASHINGTON,2500-2599,WASHINGTON,AVE,,77007,TXHPD0000,,,8626334F+C4,2022-09-10
4558827,1663372800000,12,126074122,26F,Identify theft,10,10H40,"Residence, Home (Includes Apartment)",2349 MAIN,2300-2399,MAIN,ST,,77006,TXHPD0000,,,8626334F+PV,2022-09-16
4558828,1662854400000,07,122406122,26F,Identify theft,10,10H40,"Highway, Road, Street, Alley",2249 MAIN,2200-2299,MAIN,ST,,77002,TXHPD0000,,,8626334G+P6,2022-09-10
4558829,1662854400000,07,122406122,23F,Theft from motor vehicle,10,10H40,"Highway, Road, Street, Alley",2249 MAIN,2200-2299,MAIN,ST,,77002,TXHPD0000,,,8626334G+P6,2022-09-10
4558847,1663459200000,04,125923022,220,"Burglary, Breaking and Entering",02,02A10,"Residence, Home (Includes Apartment)",2049 MAIN,2000-2099,MAIN,ST,N,77009,TXHPD0000,,,8626334H+Q5,2022-09-17
4558852,1663027200000,20,123777622,240,Motor vehicle theft,02,02A10,"Residence, Home (Includes Apartment)",2049 MAIN,2000-2099,MAIN,ST,N,77009,TXHPD0000,,,8626334H+Q5,2022-09-12
4558860,1662940800000,03,122777922,290,"Destruction, damage, vandalism",01,01A10,"Parking Lot, Garage",1749 MAIN,1700-1799,MAIN,ST,,77002,TXHPD0000,,,8626334J+RM,2022-09-11
4558861,1663113600000,01,123760122,23F,Theft from motor vehicle,01,01A10,"Hotel, Motel, ETC",1749 MAIN,1700-1799,MAIN,ST,,77002,TXHPD0000,,,8626334J+RM,2022-09-13
